date,product_id,daily_demand,stock_level,reorder_level,supplier_delay
2023-03-19,P41,29,210,24,7
2023-03-19,P42,24,155,90,5
2023-03-19,P43,34,387,59,7
2023-03-19,P44,74,116,72,6
2023-03-19,P45,61,321,71,9
2023-03-19,P46,13,446,48,6
2023-03-19,P47,71,173,75,1
2023-03-19,P48,36,421,20,2
2023-03-19,P49,76,180,51,4
2023-03-19,P50,7,388,43,7
2023-03-20,P1,74,184,24,7
2023-03-20,P2,21,366,90,8
2023-03-20,P3,92,317,93,4
2023-03-20,P4,64,195,61,5
2023-03-20,P5,6,143,45,9
2023-03-20,P6,27,381,31,2
2023-03-20,P7,7,92,84,8
2023-03-20,P8,22,405,69,8
2023-03-20,P9,18,429,82,6
2023-03-20,P10,95,218,88,2
2023-03-20,P11,72,187,72,5
2023-03-20,P12,96,159,45,1
2023-03-20,P13,7,447,35,2
2023-03-20,P14,18,270,42,3
2023-03-20,P15,8,228,85,9
2023-03-20,P16,28,95,60,7
2023-03-20,P17,44,403,46,4
2023-03-20,P18,81,341,41,4
2023-03-20,P19,11,124,36,7
2023-03-20,P20,86,389,61,3
2023-03-20,P21,42,256,75,4
2023-03-20,P22,30,136,82,8
2023-03-20,P23,86,300,27,2
2023-03-20,P24,59,134,83,4
2023-03-20,P25,70,128,63,8
2023-03-20,P26,36,64,40,2
2023-03-20,P27,86,231,93,4
2023-03-20,P28,56,50,55,7
2023-03-20,P29,74,105,22,6
2023-03-20,P30,27,236,85,7
2023-03-20,P31,32,454,65,2
2023-03-20,P32,86,204,36,8
2023-03-20,P33,29,329,41,9
2023-03-20,P34,57,315,25,8
2023-03-20,P35,66,106,47,3
2023-03-20,P36,57,78,24,5
2023-03-20,P37,47,194,37,1
2023-03-20,P38,23,141,66,9
2023-03-20,P39,16,134,37,6
2023-03-20,P40,71,335,38,8
2023-03-20,P41,74,88,46,4
2023-03-20,P42,92,193,23,1
2023-03-20,P43,91,99,48,8
2023-03-20,P44,53,325,91,8
2023-03-20,P45,8,470,49,9
2023-03-20,P46,28,330,36,7
2023-03-20,P47,95,155,43,1
2023-03-20,P48,21,241,62,9
2023-03-20,P49,25,377,28,3
2023-03-20,P50,61,77,58,6
2023-03-21,P1,18,399,82,6
2023-03-21,P2,49,191,51,1
2023-03-21,P3,85,176,31,3
2023-03-21,P4,75,104,25,9
2023-03-21,P5,88,176,26,3
2023-03-21,P6,5,358,42,4
2023-03-21,P7,81,121,75,9
2023-03-21,P8,70,339,60,9
2023-03-21,P9,14,180,96,9
2023-03-21,P10,55,215,64,6
2023-03-21,P11,23,346,34,7
2023-03-21,P12,12,173,28,5
2023-03-21,P13,17,365,39,2
2023-03-21,P14,68,192,91,1
2023-03-21,P15,46,420,72,1
2023-03-21,P16,72,389,45,5
2023-03-21,P17,74,229,97,7
2023-03-21,P18,21,105,43,1
2023-03-21,P19,28,384,94,5
2023-03-21,P20,27,341,23,1
2023-03-21,P21,21,81,32,7
2023-03-21,P22,57,362,50,6
2023-03-21,P23,65,456,40,7
2023-03-21,P24,89,84,55,3
2023-03-21,P25,29,379,66,1
2023-03-21,P26,38,324,39,2
2023-03-21,P27,21,58,33,2
2023-03-21,P28,43,436,38,8
2023-03-21,P29,62,219,89,1
2023-03-21,P30,31,322,96,8
2023-03-21,P31,10,114,89,3
2023-03-21,P32,27,160,54,6
2023-03-21,P33,38,184,65,9
2023-03-21,P34,30,455,61,1
2023-03-21,P35,79,129,32,2
2023-03-21,P36,62,68,35,7
2023-03-21,P37,16,178,47,5
2023-03-21,P38,95,103,92,3
2023-03-21,P39,45,316,87,1
2023-03-21,P40,53,304,72,2
2023-03-21,P41,68,173,63,2
2023-03-21,P42,55,433,47,1
2023-03-21,P43,64,204,74,8
2023-03-21,P44,12,334,66,5
2023-03-21,P45,15,338,26,9
2023-03-21,P46,36,288,70,9
2023-03-21,P47,86,345,57,2
2023-03-21,P48,58,70,98,7
2023-03-21,P49,96,415,76,3
2023-03-21,P50,84,278,44,4
2023-03-22,P1,14,244,72,3
2023-03-22,P2,78,206,37,9
2023-03-22,P3,72,382,28,4
2023-03-22,P4,27,465,85,1
2023-03-22,P5,45,453,43,9
2023-03-22,P6,42,364,55,8
2023-03-22,P7,99,266,39,4
2023-03-22,P8,8,84,37,5
2023-03-22,P9,86,471,43,8
2023-03-22,P10,89,104,46,2
2023-03-22,P11,99,175,64,1
2023-03-22,P12,42,351,54,3
2023-03-22,P13,41,188,24,5
2023-03-22,P14,24,52,51,4
2023-03-22,P15,5,325,78,9
2023-03-22,P16,89,355,31,5
2023-03-22,P17,30,410,33,2
2023-03-22,P18,56,469,45,7
2023-03-22,P19,97,291,24,8
2023-03-22,P20,51,319,58,6
2023-03-22,P21,43,456,35,3
2023-03-22,P22,86,307,44,4
2023-03-22,P23,99,385,86,3
2023-03-22,P24,7,353,65,3
2023-03-22,P25,14,474,86,7
2023-03-22,P26,96,212,30,8
2023-03-22,P27,68,424,85,2
2023-03-22,P28,97,322,43,2
2023-03-22,P29,52,82,33,6
2023-03-22,P30,52,222,24,1
2023-03-22,P31,62,302,57,8
2023-03-22,P32,44,449,32,3
2023-03-22,P33,76,277,85,9
2023-03-22,P34,64,442,54,1
2023-03-22,P35,15,191,54,2
2023-03-22,P36,24,196,51,1
2023-03-22,P37,61,463,54,5
2023-03-22,P38,5,101,20,5
2023-03-22,P39,69,137,82,3
2023-03-22,P40,30,422,28,7
2023-03-22,P41,79,433,94,1
2023-03-22,P42,22,251,61,7
2023-03-22,P43,95,79,77,7
2023-03-22,P44,57,287,66,7
2023-03-22,P45,38,270,30,2
2023-03-22,P46,15,365,68,5
2023-03-22,P47,83,173,54,8
2023-03-22,P48,85,293,87,9
2023-03-22,P49,39,496,79,4
2023-03-22,P50,35,127,93,7
2023-03-23,P1,44,187,89,6
2023-03-23,P2,56,342,85,6
2023-03-23,P3,79,54,28,9
2023-03-23,P4,67,489,97,7
2023-03-23,P5,62,206,42,2
2023-03-23,P6,27,158,37,6
2023-03-23,P7,91,354,87,3
2023-03-23,P8,34,65,56,2
2023-03-23,P9,8,58,24,5
2023-03-23,P10,33,206,60,1
2023-03-23,P11,91,472,97,8
2023-03-23,P12,72,478,55,5
2023-03-23,P13,42,294,34,3
2023-03-23,P14,54,65,48,2
2023-03-23,P15,54,52,74,7
2023-03-23,P16,75,252,44,4
2023-03-23,P17,37,196,47,8
2023-03-23,P18,21,227,94,1
2023-03-23,P19,41,234,82,9
2023-03-23,P20,78,490,61,8
2023-03-23,P21,44,439,57,4
2023-03-23,P22,53,464,43,3
2023-03-23,P23,78,276,38,9
2023-03-23,P24,49,423,96,8
2023-03-23,P25,32,185,48,1
2023-03-23,P26,77,299,67,9
2023-03-23,P27,21,193,61,3
2023-03-23,P28,86,333,53,4
2023-03-23,P29,49,70,57,7
2023-03-23,P30,64,275,51,9
2023-03-23,P31,39,226,79,6
2023-03-23,P32,94,391,53,7
2023-03-23,P33,69,451,31,9
2023-03-23,P34,7,91,32,3
2023-03-23,P35,81,348,56,1
2023-03-23,P36,89,415,79,8
2023-03-23,P37,25,97,91,5
2023-03-23,P38,94,396,54,5
2023-03-23,P39,82,262,21,2
2023-03-23,P40,57,327,45,3
2023-03-23,P41,92,225,36,1
2023-03-23,P42,78,170,62,7
2023-03-23,P43,97,480,32,9
2023-03-23,P44,64,62,49,7
2023-03-23,P45,51,272,86,8
2023-03-23,P46,43,390,93,2
2023-03-23,P47,65,444,39,3
2023-03-23,P48,13,91,20,2
2023-03-23,P49,73,484,54,3
2023-03-23,P50,18,488,58,7
2023-03-24,P1,16,69,72,3
2023-03-24,P2,6,489,41,3
2023-03-24,P3,50,452,23,6
2023-03-24,P4,71,456,51,9
2023-03-24,P5,19,245,77,4
2023-03-24,P6,15,169,94,7
2023-03-24,P7,53,233,72,3
2023-03-24,P8,6,374,70,6
2023-03-24,P9,96,453,79,4
2023-03-24,P10,96,221,27,5
2023-03-24,P11,32,278,58,9
2023-03-24,P12,65,468,64,1
2023-03-24,P13,71,252,21,3
2023-03-24,P14,53,145,48,1
2023-03-24,P15,85,77,82,5
2023-03-24,P16,47,348,78,7
2023-03-24,P17,75,122,65,5
2023-03-24,P18,45,346,89,5
2023-03-24,P19,37,367,85,4
2023-03-24,P20,16,286,65,2
2023-03-24,P21,96,370,48,5
2023-03-24,P22,29,458,74,8
2023-03-24,P23,31,389,96,9
2023-03-24,P24,10,141,54,7
2023-03-24,P25,28,136,63,6
2023-03-24,P26,27,67,20,2
2023-03-24,P27,26,399,99,5
2023-03-24,P28,99,277,21,3
2023-03-24,P29,93,84,28,6
2023-03-24,P30,36,287,72,8
2023-03-24,P31,54,209,56,8
2023-03-24,P32,93,91,70,4
2023-03-24,P33,93,422,39,7
2023-03-24,P34,64,122,57,5
2023-03-24,P35,6,352,60,9
2023-03-24,P36,23,448,87,3
2023-03-24,P37,10,306,36,7
2023-03-24,P38,33,474,80,2
2023-03-24,P39,51,393,91,9
2023-03-24,P40,75,470,65,4
2023-03-24,P41,70,430,74,5
2023-03-24,P42,54,411,58,9
2023-03-24,P43,15,90,54,4
2023-03-24,P44,21,450,76,1
2023-03-24,P45,24,154,63,4
2023-03-24,P46,52,50,23,3
2023-03-24,P47,12,337,87,4
2023-03-24,P48,76,259,96,6
2023-03-24,P49,61,162,63,8
2023-03-24,P50,30,215,47,5
2023-03-25,P1,43,284,83,9
2023-03-25,P2,81,126,75,4
2023-03-25,P3,23,386,20,6
2023-03-25,P4,49,137,27,9
2023-03-25,P5,79,97,93,8
2023-03-25,P6,85,477,76,5
2023-03-25,P7,11,226,51,1
2023-03-25,P8,31,62,22,5
2023-03-25,P9,40,383,89,4
2023-03-25,P10,66,119,85,3
2023-03-25,P11,45,416,48,8
2023-03-25,P12,56,418,73,8
2023-03-25,P13,50,246,43,5
2023-03-25,P14,72,403,51,7
2023-03-25,P15,48,405,63,8
2023-03-25,P16,64,140,66,3
2023-03-25,P17,8,332,50,8
2023-03-25,P18,26,476,50,5
2023-03-25,P19,72,287,35,6
2023-03-25,P20,39,459,64,6
2023-03-25,P21,87,90,97,3
2023-03-25,P22,71,93,58,4
2023-03-25,P23,66,278,21,9
2023-03-25,P24,98,491,59,2
2023-03-25,P25,40,205,61,2
2023-03-25,P26,19,74,71,9
2023-03-25,P27,24,261,48,1
2023-03-25,P28,51,243,94,2
2023-03-25,P29,82,193,27,8
2023-03-25,P30,22,190,64,5
2023-03-25,P31,11,418,45,5
2023-03-25,P32,57,260,24,2
2023-03-25,P33,45,126,72,2
2023-03-25,P34,43,188,32,2
2023-03-25,P35,52,102,70,8
2023-03-25,P36,80,277,71,8
2023-03-25,P37,84,315,90,8
2023-03-25,P38,32,269,44,8
2023-03-25,P39,6,51,66,4
2023-03-25,P40,67,372,66,4
2023-03-25,P41,17,307,70,2
2023-03-25,P42,99,152,26,9
2023-03-25,P43,8,155,85,2
2023-03-25,P44,86,171,58,6
2023-03-25,P45,81,118,87,9
2023-03-25,P46,68,483,60,7
2023-03-25,P47,26,111,55,1
2023-03-25,P48,11,78,32,4
2023-03-25,P49,37,380,24,8
2023-03-25,P50,78,234,86,2
2023-03-26,P1,19,381,23,1
2023-03-26,P2,14,75,24,1
2023-03-26,P3,91,380,79,8
2023-03-26,P4,90,376,84,4
2023-03-26,P5,29,218,68,3
2023-03-26,P6,60,269,55,9
2023-03-26,P7,86,458,79,3
2023-03-26,P8,46,140,54,5
2023-03-26,P9,6,143,23,9
2023-03-26,P10,83,227,27,1
2023-03-26,P11,9,234,39,9
2023-03-26,P12,57,283,42,1
2023-03-26,P13,70,299,26,6
2023-03-26,P14,84,194,55,8
2023-03-26,P15,76,186,77,1
2023-03-26,P16,86,389,69,6
2023-03-26,P17,11,444,21,1
2023-03-26,P18,98,108,34,9
2023-03-26,P19,88,290,28,9
2023-03-26,P20,53,166,20,1
2023-03-26,P21,54,154,45,1
2023-03-26,P22,25,450,71,2
2023-03-26,P23,67,333,84,4
2023-03-26,P24,46,202,50,1
2023-03-26,P25,26,449,47,9
2023-03-26,P26,26,406,43,3
2023-03-26,P27,34,62,91,2
2023-03-26,P28,99,402,84,7
2023-03-26,P29,93,366,53,9
2023-03-26,P30,30,375,51,8
2023-03-26,P31,85,354,60,2
2023-03-26,P32,50,323,35,8
2023-03-26,P33,38,66,58,4
2023-03-26,P34,11,240,94,1
2023-03-26,P35,12,145,41,3
2023-03-26,P36,69,250,66,3
2023-03-26,P37,54,311,52,6
2023-03-26,P38,24,176,65,3
2023-03-26,P39,58,192,93,9
2023-03-26,P40,31,135,68,5
2023-03-26,P41,88,67,67,7
2023-03-26,P42,10,214,76,6
2023-03-26,P43,63,404,68,7
2023-03-26,P44,94,220,87,5
2023-03-26,P45,89,204,27,4
2023-03-26,P46,52,301,83,1
2023-03-26,P47,52,101,78,3
2023-03-26,P48,54,417,77,6
2023-03-26,P49,58,75,55,3
2023-03-26,P50,91,211,40,5
2023-03-27,P1,42,310,63,5
2023-03-27,P2,52,153,72,4
2023-03-27,P3,72,291,31,7
2023-03-27,P4,62,94,35,6
2023-03-27,P5,90,299,73,7
2023-03-27,P6,15,313,25,6
2023-03-27,P7,12,218,35,4
2023-03-27,P8,61,471,96,7
2023-03-27,P9,25,422,55,9
2023-03-27,P10,57,91,69,9
2023-03-27,P11,21,348,60,3
2023-03-27,P12,84,235,89,1
2023-03-27,P13,65,468,66,4
2023-03-27,P14,10,467,47,9
2023-03-27,P15,63,60,24,3
2023-03-27,P16,45,147,93,4
2023-03-27,P17,19,201,98,8
2023-03-27,P18,55,262,67,3
2023-03-27,P19,60,438,35,1
2023-03-27,P20,11,322,64,2
2023-03-27,P21,15,108,51,7
2023-03-27,P22,17,281,43,7
2023-03-27,P23,99,67,68,6
2023-03-27,P24,23,424,77,1
2023-03-27,P25,6,383,44,3
2023-03-27,P26,55,292,98,9
2023-03-27,P27,68,106,25,4
2023-03-27,P28,68,343,97,9
2023-03-27,P29,11,424,60,4
2023-03-27,P30,78,238,91,6
2023-03-27,P31,51,492,40,8
2023-03-27,P32,28,410,74,9
2023-03-27,P33,13,105,89,1
2023-03-27,P34,51,183,51,5
2023-03-27,P35,98,459,82,7
2023-03-27,P36,43,333,44,8
2023-03-27,P37,36,171,70,7
2023-03-27,P38,5,483,78,3
2023-03-27,P39,9,160,57,6
2023-03-27,P40,21,485,33,3
2023-03-27,P41,41,155,68,4
2023-03-27,P42,96,172,21,2
2023-03-27,P43,43,334,76,5
2023-03-27,P44,46,453,36,4
2023-03-27,P45,5,423,80,6
2023-03-27,P46,85,297,37,1
2023-03-27,P47,33,104,47,3
2023-03-27,P48,7,291,34,3
2023-03-27,P49,56,300,30,8
2023-03-27,P50,43,471,66,9
2023-03-28,P1,45,116,96,3
2023-03-28,P2,25,127,21,7
2023-03-28,P3,34,75,52,2
2023-03-28,P4,8,60,78,5
2023-03-28,P5,97,316,43,1
2023-03-28,P6,11,151,49,4
2023-03-28,P7,66,390,65,1
2023-03-28,P8,39,63,89,1
2023-03-28,P9,80,412,59,7
2023-03-28,P10,78,227,91,2
2023-03-28,P11,88,235,73,2
2023-03-28,P12,12,322,61,5
2023-03-28,P13,99,323,24,8
2023-03-28,P14,32,331,85,1
2023-03-28,P15,42,204,53,7
2023-03-28,P16,22,338,41,5
2023-03-28,P17,12,362,63,6
2023-03-28,P18,91,305,30,3
2023-03-28,P19,41,59,82,4
2023-03-28,P20,28,172,59,5
2023-03-28,P21,58,315,90,7
2023-03-28,P22,57,50,41,6
2023-03-28,P23,28,253,56,5
2023-03-28,P24,84,108,40,9
2023-03-28,P25,77,150,99,2
2023-03-28,P26,83,279,97,5
2023-03-28,P27,9,229,80,1
2023-03-28,P28,50,289,53,5
2023-03-28,P29,10,244,22,3
2023-03-28,P30,27,497,59,7
2023-03-28,P31,26,65,93,9
2023-03-28,P32,75,56,69,8
2023-03-28,P33,47,108,49,2
2023-03-28,P34,61,56,83,7
2023-03-28,P35,86,444,24,7
2023-03-28,P36,9,58,60,5
2023-03-28,P37,48,261,73,9
2023-03-28,P38,58,172,91,3
2023-03-28,P39,19,316,38,3
2023-03-28,P40,42,339,42,8
2023-03-28,P41,85,254,52,4
2023-03-28,P42,89,83,69,1
2023-03-28,P43,84,320,65,1
2023-03-28,P44,72,73,20,7
2023-03-28,P45,28,254,64,6
2023-03-28,P46,56,156,27,5
2023-03-28,P47,85,110,92,3
2023-03-28,P48,53,109,89,4
2023-03-28,P49,95,118,32,4
2023-03-28,P50,13,490,85,4
2023-03-29,P1,43,190,85,5
2023-03-29,P2,66,103,31,2
2023-03-29,P3,58,244,64,5
2023-03-29,P4,31,237,86,8
2023-03-29,P5,89,291,78,2
2023-03-29,P6,89,403,40,7
2023-03-29,P7,58,417,82,2
2023-03-29,P8,18,340,53,7
2023-03-29,P9,83,215,93,3
2023-03-29,P10,39,269,22,8
2023-03-29,P11,26,266,59,7
2023-03-29,P12,92,201,93,4
2023-03-29,P13,34,244,55,5
2023-03-29,P14,96,474,58,1
2023-03-29,P15,46,225,21,7
2023-03-29,P16,47,330,66,2
2023-03-29,P17,49,110,59,5
2023-03-29,P18,34,130,24,8
2023-03-29,P19,98,291,51,7
2023-03-29,P20,76,345,47,7
2023-03-29,P21,54,425,79,8
2023-03-29,P22,29,249,92,5
2023-03-29,P23,13,455,75,8
2023-03-29,P24,33,181,68,6
2023-03-29,P25,83,451,29,7
2023-03-29,P26,11,145,91,6
2023-03-29,P27,9,130,67,3
2023-03-29,P28,45,350,54,4
2023-03-29,P29,77,438,98,4
2023-03-29,P30,77,487,27,8
2023-03-29,P31,20,393,20,4
2023-03-29,P32,70,172,63,3
2023-03-29,P33,72,463,27,2
2023-03-29,P34,50,460,44,8
2023-03-29,P35,68,60,27,4
2023-03-29,P36,31,220,29,8
2023-03-29,P37,87,119,71,6
2023-03-29,P38,80,188,92,4
2023-03-29,P39,48,246,65,4
2023-03-29,P40,38,253,37,8
2023-03-29,P41,83,80,52,3
2023-03-29,P42,59,227,21,1
2023-03-29,P43,19,76,49,5
2023-03-29,P44,10,271,51,5
2023-03-29,P45,22,355,38,6
2023-03-29,P46,35,424,28,7
2023-03-29,P47,80,341,69,4
2023-03-29,P48,41,473,66,1
2023-03-29,P49,87,75,22,9
2023-03-29,P50,96,204,89,2
2023-03-30,P1,33,225,36,1
2023-03-30,P2,88,312,81,8
2023-03-30,P3,19,320,95,5
2023-03-30,P4,55,212,37,2
2023-03-30,P5,19,148,45,6
2023-03-30,P6,16,324,94,1
2023-03-30,P7,68,329,68,3
2023-03-30,P8,41,299,38,2
2023-03-30,P9,50,309,90,9
2023-03-30,P10,8,148,29,7
2023-03-30,P11,20,392,21,6
2023-03-30,P12,61,479,51,4
2023-03-30,P13,22,388,48,5
2023-03-30,P14,33,301,25,7
2023-03-30,P15,72,308,38,6
2023-03-30,P16,24,489,33,3
2023-03-30,P17,48,307,85,3
2023-03-30,P18,94,379,65,6
2023-03-30,P19,61,183,74,2
2023-03-30,P20,92,432,75,5
2023-03-30,P21,69,346,33,7
2023-03-30,P22,88,465,21,9
2023-03-30,P23,13,295,67,1
2023-03-30,P24,10,76,38,2
2023-03-30,P25,65,149,62,1
2023-03-30,P26,79,342,56,5
2023-03-30,P27,97,377,50,4
2023-03-30,P28,22,209,76,8
2023-03-30,P29,48,184,43,7
2023-03-30,P30,30,427,29,4
2023-03-30,P31,44,397,84,5
2023-03-30,P32,61,415,35,4
2023-03-30,P33,43,485,66,9
2023-03-30,P34,89,140,49,4
2023-03-30,P35,80,333,23,9
2023-03-30,P36,67,117,46,2
2023-03-30,P37,97,71,57,4
2023-03-30,P38,37,330,73,4
2023-03-30,P39,54,419,55,5
2023-03-30,P40,24,146,39,5
2023-03-30,P41,88,253,87,6
2023-03-30,P42,19,66,44,7
2023-03-30,P43,91,124,71,1
2023-03-30,P44,24,261,66,2
2023-03-30,P45,62,217,42,5
2023-03-30,P46,8,112,45,4
2023-03-30,P47,26,278,51,2
2023-03-30,P48,82,188,67,3
2023-03-30,P49,63,411,83,4
2023-03-30,P50,58,72,72,4
2023-03-31,P1,44,106,43,5
2023-03-31,P2,37,420,26,6
2023-03-31,P3,68,64,77,6
2023-03-31,P4,33,129,21,2
2023-03-31,P5,68,108,73,8
2023-03-31,P6,16,183,32,4
2023-03-31,P7,97,317,38,3
2023-03-31,P8,51,181,90,6
2023-03-31,P9,99,153,39,2
2023-03-31,P10,71,123,43,9
2023-03-31,P11,27,249,97,5
2023-03-31,P12,65,196,35,7
2023-03-31,P13,21,135,99,2
2023-03-31,P14,99,129,28,1
2023-03-31,P15,26,247,67,4
2023-03-31,P16,20,364,33,1
2023-03-31,P17,19,246,98,2
2023-03-31,P18,90,376,35,1
2023-03-31,P19,20,341,71,1
2023-03-31,P20,28,123,82,3
2023-03-31,P21,18,129,39,9
2023-03-31,P22,35,389,62,3
2023-03-31,P23,72,293,88,7
2023-03-31,P24,54,371,80,8
2023-03-31,P25,66,115,52,8
2023-03-31,P26,13,252,35,8
2023-03-31,P27,82,377,24,5
2023-03-31,P28,38,213,39,4
2023-03-31,P29,53,84,57,1
2023-03-31,P30,86,361,43,3
2023-03-31,P31,43,330,68,6
2023-03-31,P32,42,76,71,1
2023-03-31,P33,57,78,86,4
2023-03-31,P34,65,124,87,1
2023-03-31,P35,78,481,87,8
2023-03-31,P36,7,375,39,7
2023-03-31,P37,60,254,62,9
2023-03-31,P38,11,366,37,4
2023-03-31,P39,32,113,79,9
2023-03-31,P40,94,404,41,2
2023-03-31,P41,6,171,64,9
2023-03-31,P42,53,295,98,2
2023-03-31,P43,60,367,60,3
2023-03-31,P44,41,221,55,9
2023-03-31,P45,6,357,53,8
2023-03-31,P46,79,369,76,5
2023-03-31,P47,21,220,31,8
2023-03-31,P48,13,231,94,2
2023-03-31,P49,37,156,41,9
2023-03-31,P50,86,390,82,5
2023-04-01,P1,75,378,59,4
2023-04-01,P2,56,292,38,3
2023-04-01,P3,63,489,23,4
2023-04-01,P4,38,63,99,4
2023-04-01,P5,83,438,94,1
2023-04-01,P6,91,488,59,5
2023-04-01,P7,11,82,44,5
2023-04-01,P8,98,353,51,8
2023-04-01,P9,23,417,56,6
2023-04-01,P10,44,111,83,9
2023-04-01,P11,94,217,30,1
2023-04-01,P12,30,189,48,5
2023-04-01,P13,25,308,49,2
2023-04-01,P14,50,198,93,3
2023-04-01,P15,69,490,24,1
2023-04-01,P16,36,267,24,1
2023-04-01,P17,74,412,63,6
2023-04-01,P18,26,256,57,2
2023-04-01,P19,77,303,40,4
2023-04-01,P20,67,313,76,7
2023-04-01,P21,23,222,97,3
2023-04-01,P22,65,328,34,4
2023-04-01,P23,79,361,52,8
2023-04-01,P24,23,285,34,9
2023-04-01,P25,12,221,75,3
2023-04-01,P26,23,360,77,5
2023-04-01,P27,87,478,58,4
2023-04-01,P28,44,443,63,5
2023-04-01,P29,59,51,87,2
2023-04-01,P30,44,392,40,8
2023-04-01,P31,12,132,41,8
2023-04-01,P32,55,239,54,8
2023-04-01,P33,33,458,70,7
2023-04-01,P34,81,473,63,7
2023-04-01,P35,58,302,95,4
2023-04-01,P36,85,188,97,4
2023-04-01,P37,58,432,31,3
2023-04-01,P38,6,428,79,1
2023-04-01,P39,74,415,90,7
2023-04-01,P40,43,365,37,2
2023-04-01,P41,28,359,50,7
2023-04-01,P42,43,243,84,1
2023-04-01,P43,33,261,62,9
2023-04-01,P44,33,320,64,4
2023-04-01,P45,29,240,58,4
2023-04-01,P46,64,128,76,6
2023-04-01,P47,50,439,74,1
2023-04-01,P48,5,116,47,9
2023-04-01,P49,19,130,80,4
2023-04-01,P50,24,70,50,1
2023-04-02,P1,44,333,23,7
2023-04-02,P2,78,83,57,1
2023-04-02,P3,89,457,69,8
2023-04-02,P4,86,419,38,5
2023-04-02,P5,19,377,22,9
2023-04-02,P6,64,393,41,8
2023-04-02,P7,67,428,28,1
2023-04-02,P8,66,201,46,5
2023-04-02,P9,95,174,58,7
2023-04-02,P10,36,157,81,2
2023-04-02,P11,79,388,27,8
2023-04-02,P12,54,175,68,8
2023-04-02,P13,33,121,32,7
2023-04-02,P14,70,426,53,9
2023-04-02,P15,57,417,43,2
2023-04-02,P16,46,373,25,2
2023-04-02,P17,20,452,69,4
2023-04-02,P18,6,478,96,5
2023-04-02,P19,76,197,93,1
2023-04-02,P20,29,236,96,9
2023-04-02,P21,83,213,44,6
2023-04-02,P22,23,216,44,3
2023-04-02,P23,40,180,37,6
2023-04-02,P24,51,259,91,2
2023-04-02,P25,27,99,36,2
2023-04-02,P26,34,192,22,1
2023-04-02,P27,69,417,97,4
2023-04-02,P28,62,119,88,7
2023-04-02,P29,43,425,33,6
2023-04-02,P30,47,206,61,7
2023-04-02,P31,87,378,21,2
2023-04-02,P32,78,261,51,9
2023-04-02,P33,98,185,53,7
2023-04-02,P34,21,106,82,3
2023-04-02,P35,70,418,61,9
2023-04-02,P36,89,469,23,6
2023-04-02,P37,27,280,27,7
2023-04-02,P38,24,390,95,3
2023-04-02,P39,9,476,66,3
2023-04-02,P40,98,393,51,9
2023-04-02,P41,29,98,81,7
2023-04-02,P42,55,407,95,5
2023-04-02,P43,91,376,81,7
2023-04-02,P44,94,236,88,9
2023-04-02,P45,24,202,72,2
2023-04-02,P46,84,143,27,9
2023-04-02,P47,11,106,98,1
2023-04-02,P48,97,113,35,9
2023-04-02,P49,36,207,77,3
2023-04-02,P50,80,290,37,6
2023-04-03,P1,65,488,20,4
2023-04-03,P2,66,267,83,9
2023-04-03,P3,38,242,92,9
2023-04-03,P4,57,123,73,4
2023-04-03,P5,65,218,65,3
2023-04-03,P6,53,51,46,4
2023-04-03,P7,75,215,36,2
2023-04-03,P8,78,207,49,4
2023-04-03,P9,95,281,87,2
2023-04-03,P10,87,215,55,6
2023-04-03,P11,49,332,89,1
2023-04-03,P12,75,493,74,4
2023-04-03,P13,97,499,69,6
2023-04-03,P14,12,79,83,7
2023-04-03,P15,23,311,60,4
2023-04-03,P16,75,314,68,7
2023-04-03,P17,42,181,63,8
2023-04-03,P18,22,96,99,4
2023-04-03,P19,96,275,44,4
2023-04-03,P20,88,407,45,1
2023-04-03,P21,14,255,72,7
2023-04-03,P22,13,309,59,2
2023-04-03,P23,25,252,67,3
2023-04-03,P24,68,273,81,2
2023-04-03,P25,72,305,59,8
2023-04-03,P26,56,147,33,4
2023-04-03,P27,66,56,36,4
2023-04-03,P28,98,271,73,3
2023-04-03,P29,32,143,28,6
2023-04-03,P30,98,234,20,4
2023-04-03,P31,76,53,83,7
2023-04-03,P32,51,233,43,5
2023-04-03,P33,79,354,64,6
2023-04-03,P34,75,293,49,6
2023-04-03,P35,99,223,41,9
2023-04-03,P36,21,233,28,9
2023-04-03,P37,25,431,21,6
2023-04-03,P38,10,347,24,9
2023-04-03,P39,68,83,43,7
2023-04-03,P40,84,164,95,5
2023-04-03,P41,40,51,23,5
2023-04-03,P42,70,225,85,8
2023-04-03,P43,66,370,51,3
2023-04-03,P44,95,128,66,4
2023-04-03,P45,10,150,40,4
2023-04-03,P46,29,476,90,9
2023-04-03,P47,23,236,77,8
2023-04-03,P48,55,334,77,1
2023-04-03,P49,88,421,61,6
2023-04-03,P50,49,67,54,3
2023-04-04,P1,15,333,95,5
2023-04-04,P2,67,486,46,8
2023-04-04,P3,10,388,86,4
2023-04-04,P4,30,477,94,2
2023-04-04,P5,73,497,44,1
2023-04-04,P6,90,216,60,8
2023-04-04,P7,71,432,27,4
2023-04-04,P8,73,477,94,3
2023-04-04,P9,54,196,54,3
2023-04-04,P10,42,184,40,7
2023-04-04,P11,7,351,59,6
2023-04-04,P12,96,152,39,4
2023-04-04,P13,10,146,97,8
2023-04-04,P14,38,251,34,6
2023-04-04,P15,11,84,42,5
2023-04-04,P16,18,466,73,1
